id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
507506,2023-02-27,segunda-feira,13:35:00,PA,163,305,NOVO PROGRESSO,Obras na pista,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Em Obras;Aclive;Reta,Não,6,0,1,0,2,5,1,7,"-7,09945699","-55,39967098",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
507529,2023-02-27,segunda-feira,16:30:00,PA,222,28,DOM ELISEU,Afundamento ou ondulação no pavimento,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Declive,Não,3,0,1,0,1,1,1,3,"-4,31721","-47,644073",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
507642,2023-02-14,terça-feira,10:40:00,PA,163,576,TRAIRAO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Declive;Curva,Não,4,0,0,1,2,3,1,6,"-5,01058521","-56,18168993",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
507751,2023-02-28,terça-feira,16:45:00,PA,163,"898,7",BELTERRA,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Declive,Não,3,0,2,0,1,0,2,2,"-3,25436299","-54,94566904",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
507939,2023-03-01,quarta-feira,17:00:00,PA,230,1101,ITAITUBA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta;Aclive,Não,7,0,4,1,1,2,5,4,"-4,36247804","-55,81308746",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
508217,2023-03-03,sexta-feira,13:30:00,PA,155,344,MARABA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-5,36957395","-49,07796968",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
508337,2023-03-03,sexta-feira,23:00:00,PA,163,988,SANTAREM,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-2,574782","-54,720886",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
508341,2023-03-04,sábado,00:00:00,PA,155,330,MARABA,Pista esburacada,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Declive;Reta,Não,3,0,0,1,1,2,1,4,"-5,48633507","-49,07553836",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
508360,2023-02-12,domingo,01:20:00,PA,155,322,MARABA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-5,55797","-49,07454",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
508543,2023-03-04,sábado,10:45:00,PA,163,576,TRAIRAO,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive;Curva,Não,4,0,1,0,2,9,1,12,"-5,01058521","-56,18168993",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
508564,2023-03-04,sábado,16:50:00,PA,163,669,ITAITUBA,Reação tardia ou ineficiente do condutor,Derramamento de carga,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Aclive;Curva,Não,2,0,1,0,0,2,1,3,"-4,390633","-55,789142",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
508582,2023-03-04,sábado,22:00:00,PA,230,20,BREJO GRANDE DO ARAGUAIA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,5,0,1,0,4,0,1,2,"-5,696301","-48,34225",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
508781,2023-03-05,domingo,16:30:00,PA,163,652,ITAITUBA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,1,0,0,2,1,3,"-4,51394208","-55,86544792",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
509142,2023-03-07,terça-feira,18:20:00,PA,316,23,BENEVIDES,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Anoitecer,Decrescente,Chuva,Dupla,Curva,Não,2,0,0,0,2,0,0,2,"-1,34599732","-48,25152822",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
509211,2023-03-08,quarta-feira,08:20:00,PA,316,56,CASTANHAL,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive,Sim,5,0,4,0,1,0,4,3,"-1,30296976","-47,99063907",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
509326,2023-03-05,domingo,04:48:00,PA,163,159,ALTAMIRA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-8,311366","-55,103121",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
509334,2023-03-08,quarta-feira,19:00:00,PA,10,"350,3",SANTA MARIA DO PARA,Acostamento em desnível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,0,1,1,2,"-1,382082","-47,565167",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
509506,2023-03-09,quinta-feira,19:00:00,PA,316,"68,1",CASTANHAL,Mal súbito do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,4,0,1,0,3,0,1,4,"-1,29440507","-47,88382304",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
509547,2023-03-10,sexta-feira,00:45:00,PA,230,1110,ITAITUBA,Manobra de mudança de faixa,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,2,0,0,1,0,3,1,4,"-4,33008189","-55,76001907",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510037,2023-03-08,quarta-feira,20:55:00,PA,163,514,TRAIRAO,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Crescente,Ignorado,Simples,Reta,Não,2,0,0,0,1,2,0,3,"-5,40383926","-55,88351977",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510055,2023-03-12,domingo,02:40:00,PA,10,"61,4",ULIANOPOLIS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,1,0,0,2,0,0,2,"-3,9140771","-47,53011259",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
510231,2023-03-12,domingo,10:20:00,PA,158,739,SANTANA DO ARAGUAIA,Curva acentuada,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,4,0,0,1,2,3,1,5,"-9,05887805","-50,42529604",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
510438,2023-02-10,sexta-feira,06:15:00,PA,230,1111,ITAITUBA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Simples,Curva;Aclive,Não,3,0,0,1,1,1,1,3,"-4,395981","-55,905099",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510470,2023-03-09,quinta-feira,04:00:00,PA,163,652,ITAITUBA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,2,0,1,0,0,2,1,3,"-4,51394208","-55,86544792",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510522,2023-02-19,domingo,07:00:00,PA,10,322,SAO MIGUEL DO GUAMA,Transitar na contramão,Colisão lateral sentido oposto,Sem Vítimas,Amanhecer,Crescente,Chuva,Simples,Reta,Sim,2,0,0,0,0,2,0,2,"-1,61939568","-47,47970107",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
510704,2023-03-15,quarta-feira,14:27:00,PA,163,410,ITAITUBA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Sim,3,0,0,1,1,3,1,5,"-6,217695","-55,627546",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510773,2023-03-15,quarta-feira,17:55:00,PA,163,355,NOVO PROGRESSO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,5,0,1,0,3,2,1,4,"-6,676916","-55,493974",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510901,2023-03-05,domingo,10:15:00,PA,163,203,NOVO PROGRESSO,Reação tardia ou ineficiente do condutor,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva;Declive,Não,2,0,1,0,0,1,1,2,"-7,902777","-55,17392",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510929,2023-03-16,quinta-feira,14:38:00,PA,163,489,ITAITUBA,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Sol,Simples,Reta,Não,4,1,0,0,2,3,0,5,"-5,59709796","-55,81297373",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
510940,2023-03-16,quinta-feira,17:39:00,PA,230,505,ANAPU,Ausência de reação do condutor,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,1,0,0,0,1,0,2,"-3,41947772","-51,25451182",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
511312,2023-02-03,sexta-feira,13:30:00,PA,163,622,TRAIRAO,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-4,71904094","-56,01445115",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
511314,2023-03-18,sábado,14:30:00,PA,10,"270,4",MAE DO RIO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,5,0,0,0,4,1,0,5,"-2,06071712","-47,55606172",SPRF-PA,DEL02-PA,UOP01-DEL02-PA
511480,2023-03-19,domingo,06:00:00,PA,316,100,SANTA MARIA DO PARA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não,4,1,0,1,1,1,1,3,"-1,33498375","-47,60407895",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
511564,2023-03-19,domingo,16:36:00,PA,163,554,TRAIRAO,Mal súbito do condutor,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,1,0,0,0,3,0,4,"-5,157717","-56,082659",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
511896,2023-03-20,segunda-feira,18:25:00,PA,163,670,ITAITUBA,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Curva;Aclive,Não,3,0,1,0,1,6,1,8,"-4,38525897","-55,78857508",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
511920,2023-03-18,sábado,08:44:00,PA,163,144,ALTAMIRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,0,2,0,2,"-8,43791974","-55,11727824",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
512006,2023-03-21,terça-feira,07:30:00,PA,163,104,ALTAMIRA,Problema com o freio,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva;Declive,Não,2,0,0,1,0,2,1,3,"-8,728298","-54,979658",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
512070,2023-03-20,segunda-feira,14:58:00,PA,163,618,TRAIRAO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Ignorado,Simples,Aclive;Curva,Não,3,0,1,0,1,5,1,7,"-4,73343252","-56,04523015",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
512211,2023-03-22,quarta-feira,14:15:00,PA,163,547,TRAIRAO,Pista esburacada,Tombamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,3,0,4,"-5,203749","-56,0403",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
512377,2023-03-23,quinta-feira,13:05:00,PA,316,"110,5",SANTA MARIA DO PARA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-1,318289","-47,515114",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
512488,2023-03-24,sexta-feira,07:00:00,PA,222,"62,7",DOM ELISEU,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-4,502325","-47,823288",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
512538,2023-03-24,sexta-feira,14:10:00,PA,163,665,ITAITUBA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Não,5,1,0,1,2,1,1,3,"-4,42568209","-55,80681689",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
513365,2023-01-17,terça-feira,20:00:00,PA,163,402,ITAITUBA,Curva acentuada,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-6,28076292","-55,59574744",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
513713,2023-03-23,quinta-feira,15:25:00,PA,163,805,RUROPOLIS,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva;Ponte;Aclive,Não,2,0,0,1,0,1,1,2,"-3,969537","-54,891342",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
513953,2023-03-31,sexta-feira,15:11:00,PA,163,604,TRAIRAO,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não,4,0,0,1,2,3,1,5,"-4,81431402","-56,12229554",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
514137,2023-04-01,sábado,10:00:00,PA,155,319,MARABA,Pista esburacada,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,0,0,2,2,0,4,"-5,5837759","-49,07882552",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
514343,2023-04-01,sábado,05:00:00,PA,10,46,ULIANOPOLIS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Simples,Reta,Não,5,0,2,2,0,1,4,2,"-4,046299","-47,54474",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
514680,2023-04-03,segunda-feira,21:00:00,PA,230,1109,ITAITUBA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Aclive;Reta,Não,3,0,0,0,2,2,0,4,"-4,32580656","-55,75210875",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
514803,2023-04-04,terça-feira,10:40:00,PA,163,516,TRAIRAO,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3,0,1,0,1,4,1,6,"-5,382803","-55,885583",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
515069,2023-03-08,quarta-feira,16:00:00,PA,163,805,RUROPOLIS,Pista Escorregadia,Eventos atípicos,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Curva;Aclive,Não,2,0,0,0,1,3,0,4,"-3,969537","-54,891342",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
515498,2023-04-07,sexta-feira,20:00:00,PA,230,1113,ITAITUBA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva;Declive,Não,2,0,0,1,0,2,1,3,"-4,39910768","-55,9188652",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
515776,2023-04-09,domingo,09:50:00,PA,230,1107,ITAITUBA,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,0,0,6,2,8,"-4,31858297","-55,73559301",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
516367,2023-04-12,quarta-feira,10:00:00,PA,155,270,ELDORADO DO CARAJAS,Ausência de reação do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,1,0,3,1,4,"-5,9805958","-49,23350923",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
516592,2023-04-01,sábado,09:50:00,PA,163,"323,9",NOVO PROGRESSO,Ultrapassagem Indevida,Colisão frontal,Sem Vítimas,Pleno dia,Decrescente,Ignorado,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-6,94905043","-55,45240171",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
516770,2023-01-28,sábado,05:30:00,PA,230,1113,ITAITUBA,Velocidade Incompatível,Tombamento,Com Vítimas Fatais,Amanhecer,Crescente,Nublado,Simples,Declive;Reta,Não,3,1,0,0,1,3,0,5,"-4,39842","-55,919685",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
