"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
652830;2025-01-02;"quinta-feira";"15:00:00";"PI";135;49,5;"JERUMENHA";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;2;0;3;"-7.13765891";"-43.55761904";"SPRF-PI";"DEL03-PI";"UOP01-DEL03-PI"
652838;2025-01-02;"quinta-feira";"20:45:00";"GO";364;299;"MINEIROS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;1;0;0;1;1;0;3;"-17.559059";"-52.528431";"SPRF-GO";"DEL05-GO";"UOP01-DEL05-GO"
652842;2025-01-02;"quinta-feira";"17:15:00";"PR";369;413,2;"JURANDA";"Demais falhas mecânicas ou elétricas";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";7;1;0;3;2;1;3;4;"-24.45282227";"-52.84863369";"SPRF-PR";"DEL04-PR";"UOP03-DEL04-PR"
652849;2025-01-02;"quinta-feira";"21:30:00";"MG";116;551,9;"SANTA BARBARA DO LESTE";"Pedestre andava na pista";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;"-19.98476697";"-42.1434265";"SPRF-MG";"DEL06-MG";"UOP02-DEL06-MG"
652861;2025-01-03;"sexta-feira";"00:30:00";"GO";20;1;"FORMOSA";"Reação tardia ou ineficiente do condutor";"Colisão lateral sentido oposto";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Simples";"Em Obras;Declive;Curva";"Sim";5;0;0;0;4;1;0;2;"-15.579424";"-47.334297";"SPRF-DF";"DEL02-DF";"UOP02-DEL02-DF"
652862;2025-01-03;"sexta-feira";"00:10:00";"SC";282;489,4;"FAXINAL DOS GUEDES";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";8;0;7;0;1;0;7;3;"-26.870375";"-52.274731";"SPRF-SC";"DEL07-SC";"UOP01-DEL07-SC"
652865;2025-01-03;"sexta-feira";"03:30:00";"MG";381;484,5;"BETIM";"Acumulo de água sobre o pavimento";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Múltipla";"Curva;Declive";"Não";3;0;0;1;1;1;1;3;"-19.95838414";"-44.09173965";"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
652867;2025-01-03;"sexta-feira";"04:12:00";"PE";101;29;"IGARASSU";"Manobra de mudança de faixa";"Colisão traseira";"Sem Vítimas";"Amanhecer";"Decrescente";"Vento";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;"-7.72939697";"-34.94185854";"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
652869;2025-01-03;"sexta-feira";"05:03:00";"ES";101;294,5;"CARIACICA";"Ausência de reação do condutor";"Engavetamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Aclive;Reta";"Sim";4;0;0;1;2;4;1;7;"-20.32415948";"-40.3952903";"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
652873;2025-01-03;"sexta-feira";"06:10:00";"BA";116;929,3;"ENCRUZILHADA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Declive;Reta";"Não";8;5;0;0;2;3;0;6;"-15.66638";"-41.31508";"SPRF-BA";"DEL08-BA";"UOP03-DEL08-BA"
652883;2025-01-03;"sexta-feira";"07:08:00";"PB";101;86;"BAYEUX";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Declive";"Sim";2;0;0;1;0;1;1;2;"-7.15118983";"-34.91012184";"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
652885;2025-01-03;"sexta-feira";"07:30:00";"MG";251;356,9;"FRUTA DE LEITE";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;1;2;1;3;"-16.27029";"-42.56126";"SPRF-MG";"DEL12-MG";"UOP02-DEL12-MG"
652889;2025-01-03;"sexta-feira";"06:30:00";"PE";232;276;"SERTANIA";"Carga excessiva e/ou mal acondicionada";"Derramamento de carga";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;1;1;1;1;2;"-8.37073085";"-37.26126285";"SPRF-PE";"DEL04-PE";"UOP02-DEL04-PE"
652909;2025-01-03;"sexta-feira";"10:00:00";"SP";116;509;"CAJATI";"Curva acentuada";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Declive";"Não";4;0;3;0;0;1;3;2;"-24.82178987";"-48.21419034";"SPRF-SP";"DEL05-SP";"UOP02-DEL05-SP"
652918;2025-01-03;"sexta-feira";"09:10:00";"RO";364;15;"VILHENA";"Área urbana sem a presença de local apropriado para a travessia de pedestres";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Sim";3;0;0;1;1;2;1;4;"-12.73672751";"-60.14804088";"SPRF-RO";"DEL04-RO";"UOP01-DEL04-RO"
652920;2025-01-03;"sexta-feira";"11:05:00";"PE";232;5,5;"RECIFE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";4;0;0;0;3;1;0;4;"-8.069481";"-34.9491";"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
652923;2025-01-03;"sexta-feira";"11:00:00";"SC";101;132;"BALNEARIO CAMBORIU";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Reta";"Sim";3;0;2;0;1;0;2;2;"-26.99654133";"-48.65564711";"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
652930;2025-01-03;"sexta-feira";"12:30:00";"SP";381;63;"MAIRIPORA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta;Declive";"Não";8;0;1;1;5;2;2;5;"-23.302805";"-46.572767";"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
652931;2025-01-03;"sexta-feira";"10:40:00";"GO";153;84;"PORANGATU";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";17;0;1;0;15;1;1;8;"-13.552117";"-49.091297";"SPRF-GO";"DEL07-GO";"UOP01-DEL07-GO"
652937;2025-01-03;"sexta-feira";"11:50:00";"RS";290;472,4;"ROSARIO DO SUL";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;1;1;1;3;"-30.244234";"-54.837765";"SPRF-RS";"DEL11-RS";"UOP02-DEL11-RS"
652938;2025-01-03;"sexta-feira";"12:20:00";"BA";101;24,7;"ESPLANADA";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Em Obras;Desvio Temporário;Reta";"Não";2;0;1;0;0;2;1;3;"-11.74325485";"-37.93913118";"SPRF-SE";"DEL02-SE";"UOP03-DEL02-SE"
652940;2025-01-03;"sexta-feira";"13:12:00";"PR";277;451,5;"LARANJEIRAS DO SUL";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Interseção de Vias;Reta";"Não";7;0;0;1;5;1;1;3;"-25.37488518";"-52.38913178";"SPRF-PR";"DEL04-PR";"UOP02-DEL04-PR"
652942;2025-01-03;"sexta-feira";"10:50:00";"SC";101;40,8;"JOINVILLE";"Estacionar ou parar em local proibido";"Colisão traseira";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Aclive;Reta";"Sim";6;1;0;0;2;4;0;6;"-26.3147914";"-48.8733576";"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
652944;2025-01-03;"sexta-feira";"11:30:00";"MS";158;131,3;"APARECIDA DO TABOADO";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;1;0;1;0;0;1;2;"-19.95497014";"-51.1058916";"SPRF-MS";"DEL08-MS";"UOP01-DEL08-MS"
652949;2025-01-03;"sexta-feira";"14:30:00";"SC";101;80;"BARRA VELHA";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;1;0;2;1;1;3;"-26.59441996";"-48.72183309";"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
652950;2025-01-03;"sexta-feira";"14:30:00";"MG";40;590;"ITABIRITO";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-20.36807799";"-43.90982881";"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
652956;2025-01-03;"sexta-feira";"12:50:00";"RJ";101;501;"ANGRA DOS REIS";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";4;0;2;2;0;0;4;1;"-22.92308827";"-44.36056298";"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
652976;2025-01-03;"sexta-feira";"17:00:00";"ES";101;301;"VIANA";"Demais falhas mecânicas ou elétricas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Aclive;Retorno Regulamentado";"Sim";4;0;1;0;2;3;1;6;"-20.36825561";"-40.44406414";"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
652982;2025-01-03;"sexta-feira";"07:30:00";"BA";116;578;"BREJOES";"Demais falhas na via";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Aclive";"Não";2;0;0;0;1;1;0;2;"-13.07158302";"-39.9611107";"SPRF-BA";"DEL03-BA";"UOP02-DEL03-BA"
652988;2025-01-03;"sexta-feira";"16:40:00";"RJ";116;144;"DUQUE DE CAXIAS";"Condutor deixou de manter distância do veículo da frente";"Queda de ocupante de veículo";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;1;0;0;3;0;0;3;"-22.65737709";"-43.24724694";"SPRF-RJ";"DEL01-RJ";"UOP02-DEL01-RJ"
652989;2025-01-03;"sexta-feira";"17:30:00";"ES";101;291,8;"CARIACICA";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Ignorado";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;3;"-20.29755744";"-40.39445616";"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
652992;2025-01-03;"sexta-feira";"14:45:00";"MG";381;181;"GOVERNADOR VALADARES";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;1;1;1;3;"-19.04766095";"-42.15522105";"SPRF-MG";"DEL06-MG";"UOP01-DEL06-MG"
652996;2025-01-03;"sexta-feira";"16:24:00";"MT";364;250;"JUSCIMEIRA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";6;0;1;0;5;0;1;2;"-16.12029135";"-54.85333523";"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
652997;2025-01-03;"sexta-feira";"17:20:00";"SP";116;441;"REGISTRO";"Manobra de mudança de faixa";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";3;0;1;0;1;1;1;2;"-24.4688528";"-47.82223728";"SPRF-SP";"DEL05-SP";"UOP01-DEL05-SP"
653018;2025-01-03;"sexta-feira";"10:30:00";"RO";429;86;"ALVORADA DOESTE";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva;Declive";"Não";2;0;1;0;1;0;1;2;"-11.307507";"-62.248367";"SPRF-RO";"DEL02-RO";"UOP03-DEL02-RO"
653020;2025-01-03;"sexta-feira";"20:00:00";"BA";110;389;"SAO SEBASTIAO DO PASSE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";4;0;1;1;1;1;2;3;"-12.50766107";"-38.49626949";"SPRF-BA";"DEL01-BA";"UOP01-DEL01-BA"
653021;2025-01-03;"sexta-feira";"19:40:00";"RJ";101;501;"ANGRA DOS REIS";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;2;1;0;2;2;"-22.92308827";"-44.36056298";"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
